building_id,target_building_id,distance_in_meters,create_date,last_update_date,updated_by_user_id
PARKMANOR-C,POSTOFFIC,428.607369981,,,
MUSTARDHA,POSTOFFIC,100.237217402,,,
PARKMANOR-S,CAMPUSCEN,625.411044777,,,
PARKMANOR-C,CAMPUSCEN,586.191651417,,,
MUSTARDHA,CAMPUSCEN,151.202546174,,,
HOLLISTER,SULLIVANB,545.896802097,,,
FORESTHAL-A,SULLIVANB,469.046863211,,,
KRIEBELHA,SULLIVANB,389.180025290,,,
PARKMANOR-S,SULLIVANB,344.356526368,,,
PARKMANOR-C,SULLIVANB,323.919915984,,,
MUSTARDHA,SULLIVANB,256.322906674,,,
JABBER,SULLIVANB,332.335718879,,,
HORNLIBRA,RECREATION,348.609901653,,,
HORNLIBRA,JABBER,180.387164659,,,
PARKMANOR-S,WOODLANDH-1,831.003854875,,,
HORNLIBRA,WESTGATEH,133.277213380,,,
PARKMANOR-S,WOODLANDH-3,877.756477067,,,
WOODLANDH-2,SULLIVANB,609.500319183,,,
PARKING-C,SULLIVANB,372.188021423,,,
CANFIELDH,TOMASSOHA,639.854803579,,,
PARKMANOR-S,TOMASSOHA,671.554160212,,,
PARKMANOR-C,TOMASSOHA,647.145035411,,,
COLEMANHA,TOMASSOHA,606.066602432,,,
MUSTARDHA,TOMASSOHA,216.769011288,,,
HORNLIBRA,TRIMDININ,415.562931006,,,
PARKMANOR-S,TRIMDININ,758.088585604,,,
PARKMANOR-S,JABBER,306.459958137,,,
PARKMANOR-C,JABBER,262.888471678,,,
MCCULLOUGH,PARKING-E,297.627837954,,,
MCCULLOUGH,PARKING-C,437.864518792,,,
MCCULLOUGH,PARKING-N,522.594300390,,,
MCCULLOUGH,PARKING-K,236.498742277,,,
MCCULLOUGH,PARKING-H,526.453041236,,,
MCCULLOUGH,PARKING-F,538.519624190,,,
MCCULLOUGH,PARKING-S,64.979015000,,,
MCCULLOUGH,PARKING-P,286.820753837,,,
MCCULLOUGH,PARKING-Y,470.871480570,,,
MCCULLOUGH,PARKING-W,540.814573747,,,
MCCULLOUGH,TENNISCOU,430.381297727,,,
MCCULLOUGH,SOCCERFIE,552.542724157,,,
PARKMANOR-S,RECREATION,678.463055704,,,
PARKMANOR-S,WESTGATEH,394.549065707,,,
PARKMANOR-C,WESTGATEH,352.314097861,,,
PARKMANOR-C,WOODLANDH-1,790.745797633,,,
HORNLIBRA,WOODLANDH-2,460.498013371,,,
PARKMANOR-S,WOODLANDH-2,856.976092320,,,
PARKMANOR-C,WOODLANDH-3,838.418426268,,,
PARKMANOR-S,WOODLANDH-4,850.923250017,,,
PARKMANOR-C,WOODLANDH-4,811.928231531,,,
MCCULLOUGH,PARKING-T,448.721245208,,,
PARKMANOR-S,PARKING-T,823.100344439,,,
PARKMANOR-S,PARKING-C,192.092795859,,,
PARKMANOR-C,PARKING-C,153.217549701,,,
PARKMANOR-S,PARKING-E,703.038549190,,,
PARKMANOR-S,PARKING-K,250.222360478,,,
PARKMANOR-S,PARKING-N,432.522085062,,,
PARKMANOR-S,PARKING-F,206.050865953,,,
PARKMANOR-S,PARKING-H,499.895900831,,,
PARKMANOR-S,PARKING-P,730.355117379,,,
PARKMANOR-S,PARKING-S,389.869877890,,,
PARKMANOR-S,PARKING-Y,79.116911823,,,
PARKMANOR-S,SOCCERFIE,996.803352254,,,
PARKMANOR-S,TENNISCOU,844.288525783,,,
MUSTARDHA,KUROMAKUH,81.093483778,,,
MALLOYHAL,KUROMAKUH,134.619231913,,,
MCCULLOUGH,KUROMAKUH,228.123133716,,,
MUSTARDHA,KUROMAKUE,85.762972014,,,
MALLOYHAL,KUROMAKUE,167.108279149,,,
MCCULLOUGH,KUROMAKUE,231.356233157,,,
MUSTARDHA,KUROMAKUS,176.302856527,,,
MALLOYHAL,KUROMAKUS,256.265320049,,,
MUSTARDHA,BRYANTHAL,513.291721105,,,
MALLOYHAL,BRYANTHAL,515.663959673,,,
MUSTARDHA,CANFIELDH,477.476276360,,,
MALLOYHAL,CANFIELDH,484.610020546,,,
MUSTARDHA,CENTRALSE,87.850400278,,,
MALLOYHAL,CENTRALSE,69.249853036,,,
MUSTARDHA,COLEMANHA,437.035561881,,,
MALLOYHAL,COLEMANHA,448.332877120,,,
MUSTARDHA,FORESTHAL,634.304222946,,,
MALLOYHAL,FORESTHAL,648.038761578,,,
MUSTARDHA,FORESTHAL-A,609.538571745,,,
MALLOYHAL,FORESTHAL-A,619.753657107,,,
MCCULLOUGH,FORESTHAL-A,548.952243350,,,
MUSTARDHA,GERBERHAL,411.810627916,,,
MALLOYHAL,GERBERHAL,468.830479806,,,
MCCULLOUGH,GERBERHAL,459.174950872,,,
MUSTARDHA,HOLLISTER,467.881510675,,,
MALLOYHAL,HOLLISTER,533.368390882,,,
MCCULLOUGH,HOLLISTER,536.436149451,,,
MUSTARDHA,HORNLIBRA,346.100532882,,,
MCCULLOUGH,HORNLIBRA,414.824216565,,,
MALLOYHAL,HORNCOMPU,432.189360641,,,
MCCULLOUGH,HORNCOMPU,450.230890973,,,
MUSTARDHA,KEITHHALL,350.911744941,,,
MCCULLOUGH,KEITHHALL,386.583270790,,,
MCCULLOUGH,KNIGHTAUD,162.604141067,,,
MCCULLOUGH,KRIEBELHA,353.002509578,,,
MCCULLOUGH,LUKSICHAL,73.852886705,,,
MALLOYHAL,MUSTARDHA,81.431184776,,,
MCCULLOUGH,MUSTARDHA,156.912467287,,,
MCCULLOUGH,MALLOYHAL,99.261988398,,,
MALLOYHAL,MCCULLOUGH,99.261988398,,,
MALLOYHAL,PARKMANOR-S,532.245687813,,,
MCCULLOUGH,PARKMANOR-S,444.464879529,,,
MALLOYHAL,PARKMANOR-C,503.054065138,,,
MCCULLOUGH,PARKMANOR-C,418.820193232,,,
MALLOYHAL,PARKMANOR-N,464.976296298,,,
MCCULLOUGH,PARKMANOR-N,383.923025671,,,
MALLOYHAL,POSTOFFIC,76.686675639,,,
MCCULLOUGH,POSTOFFIC,65.953266210,,,
MALLOYHAL,CAMPUSCEN,231.499591511,,,
MCCULLOUGH,CAMPUSCEN,302.826066782,,,
MALLOYHAL,SULLIVANB,210.026644612,,,
MCCULLOUGH,SULLIVANB,111.290619593,,,
TOMASSOHA,SULLIVANB,329.265619575,,,
MALLOYHAL,TOMASSOHA,163.422671811,,,
MCCULLOUGH,TOMASSOHA,228.580687319,,,
PARKING-S,TOMASSOHA,282.318138484,,,
MUSTARDHA,PARKING-T,296.719265613,,,
MUSTARDHA,WOODLANDH-4,335.710372322,,,
MUSTARDHA,PARKING-E,158.105595328,,,
MUSTARDHA,PARKING-C,484.124036554,,,
MUSTARDHA,PARKING-N,492.370579116,,,
MUSTARDHA,PARKING-K,301.236150745,,,
MUSTARDHA,PARKING-H,471.855055395,,,
MUSTARDHA,PARKING-F,589.144897547,,,
MUSTARDHA,PARKING-S,216.887443040,,,
MUSTARDHA,PARKING-P,257.621653757,,,
MUSTARDHA,PARKING-Y,552.129006700,,,
MUSTARDHA,PARKING-W,389.736329659,,,
MUSTARDHA,TENNISCOU,299.078939417,,,
MUSTARDHA,SOCCERFIE,492.272938711,,,
HOLLISTER,TRIMDININ,510.541870381,,,
PARKMANOR-C,TRIMDININ,720.264387598,,,
MALLOYHAL,TRIMDININ,295.050568178,,,
MCCULLOUGH,TRIMDININ,387.737943120,,,
TOMASSOHA,TRIMDININ,325.273655759,,,
PARKING-S,TRIMDININ,449.876279924,,,
KRIEBELHA,JABBER,214.462671943,,,
MALLOYHAL,JABBER,401.290976695,,,
MCCULLOUGH,JABBER,362.196218733,,,
TOMASSOHA,JABBER,564.696982829,,,
CENTRALSE,JABBER,449.700452461,,,
COLEMANHA,JABBER,131.993373611,,,
MUSTARDHA,JABBER,367.560432165,,,
PARKING-C,JABBER,145.982260368,,,
PARKING-S,JABBER,349.526185051,,,
KRIEBELHA,RECREATION,263.091088904,,,
PARKMANOR-C,RECREATION,640.414691442,,,
MALLOYHAL,RECREATION,237.110322647,,,
MCCULLOUGH,RECREATION,322.596318007,,,
TOMASSOHA,RECREATION,304.506583020,,,
COLEMANHA,RECREATION,543.785441236,,,
PARKING-W,RECREATION,235.904556988,,,
FORESTHAL-A,WESTGATEH,312.595877377,,,
MALLOYHAL,WESTGATEH,477.421108449,,,
MCCULLOUGH,WESTGATEH,454.595023556,,,
MALLOYHAL,WOODLANDH-2,419.999166896,,,
MALLOYHAL,WOODLANDH-1,408.517278310,,,
MALLOYHAL,WOODLANDH-4,397.103157184,,,
MUSTARDHA,WOODLANDH-3,365.918915823,,,
MALLOYHAL,PARKING-C,500.414739286,,,
MALLOYHAL,PARKING-T,353.783764061,,,
MALLOYHAL,PARKING-K,303.974399796,,,
MALLOYHAL,PARKING-E,199.615780114,,,
MALLOYHAL,PARKING-H,532.358875461,,,
MALLOYHAL,PARKING-N,543.588855966,,,
MALLOYHAL,PARKING-P,215.426730186,,,
MALLOYHAL,PARKING-W,444.849505299,,,
MALLOYHAL,PARKING-Y,550.586719232,,,
MALLOYHAL,SOCCERFIE,472.417167611,,,
TOMASSOHA,WESTGATEH,639.083814888,,,
COLEMANHA,WESTGATEH,221.349084936,,,
TRIMDININ,WESTGATEH,538.856628727,,,
PARKING-T,WESTGATEH,594.167944217,,,
PARKING-C,WESTGATEH,208.301565807,,,
PARKING-S,WESTGATEH,450.785164166,,,
HOLLISTER,WOODLANDH-1,499.070731331,,,
MCCULLOUGH,WOODLANDH-1,496.081592319,,,
MCCULLOUGH,WOODLANDH-2,510.523541372,,,
MALLOYHAL,WOODLANDH-3,427.734356225,,,
MCCULLOUGH,WOODLANDH-3,520.633268706,,,
MCCULLOUGH,WOODLANDH-4,490.157380677,,,
SULLIVANB,KUROMAKUH,333.421320033,,,
TOMASSOHA,KUROMAKUH,205.962083551,,,
TRIMDININ,KUROMAKUH,160.527300502,,,
SULLIVANB,KUROMAKUE,317.241312318,,,
TOMASSOHA,KUROMAKUE,290.124817221,,,
TRIMDININ,KUROMAKUE,191.627086834,,,
TOMASSOHA,KUROMAKUS,382.198849949,,,
TRIMDININ,KUROMAKUS,212.286545900,,,
SULLIVANB,BRYANTHAL,355.808029889,,,
TOMASSOHA,BRYANTHAL,667.677594963,,,
TRIMDININ,BRYANTHAL,708.726644497,,,
TOMASSOHA,CANFIELDH,639.854803579,,,
TRIMDININ,CANFIELDH,667.923179625,,,
TOMASSOHA,CENTRALSE,130.271145035,,,
TRIMDININ,CENTRALSE,241.789990983,,,
TOMASSOHA,COLEMANHA,606.066602432,,,
TRIMDININ,COLEMANHA,623.675807779,,,
TOMASSOHA,FORESTHAL,805.345230243,,,
TRIMDININ,FORESTHAL,807.578576896,,,
SULLIVANB,FORESTHAL-A,469.046863211,,,
TOMASSOHA,FORESTHAL-A,775.417735825,,,
TRIMDININ,FORESTHAL-A,789.666804824,,,
SULLIVANB,GERBERHAL,458.030821249,,,
TOMASSOHA,GERBERHAL,626.773420222,,,
TRIMDININ,GERBERHAL,496.852643315,,,
SULLIVANB,HOLLISTER,545.896802097,,,
TOMASSOHA,HOLLISTER,684.628167067,,,
SULLIVANB,HORNLIBRA,432.221631321,,,
TOMASSOHA,HORNLIBRA,562.805558021,,,
SULLIVANB,HORNCOMPU,479.745695443,,,
TOMASSOHA,HORNCOMPU,576.192624224,,,
SULLIVANB,KEITHHALL,383.387912799,,,
TOMASSOHA,KEITHHALL,562.686066790,,,
SULLIVANB,KNIGHTAUD,96.422726710,,,
TOMASSOHA,KNIGHTAUD,390.865016318,,,
SULLIVANB,KRIEBELHA,389.180025290,,,
TOMASSOHA,KRIEBELHA,481.767552463,,,
SULLIVANB,LUKSICHAL,94.009623673,,,
TOMASSOHA,LUKSICHAL,296.656361792,,,
SULLIVANB,MUSTARDHA,256.322906674,,,
TOMASSOHA,MUSTARDHA,216.769011288,,,
SULLIVANB,MALLOYHAL,210.026644612,,,
TOMASSOHA,MALLOYHAL,163.422671811,,,
SULLIVANB,MCCULLOUGH,111.290619593,,,
TOMASSOHA,MCCULLOUGH,228.580687319,,,
SULLIVANB,PARKMANOR-S,344.356526368,,,
TOMASSOHA,PARKMANOR-S,671.554160212,,,
SULLIVANB,PARKMANOR-C,323.919915984,,,
TOMASSOHA,PARKMANOR-C,647.145035411,,,
SULLIVANB,PARKMANOR-N,294.451969726,,,
TOMASSOHA,PARKMANOR-N,612.496054602,,,
CAMPUSCEN,POSTOFFIC,239.177706308,,,
SULLIVANB,POSTOFFIC,156.117460510,,,
TOMASSOHA,POSTOFFIC,237.103927355,,,
SULLIVANB,CAMPUSCEN,389.347922479,,,
CAMPUSCEN,TOMASSOHA,331.707717434,,,
SULLIVANB,TOMASSOHA,329.265619575,,,
CAMPUSCEN,WESTGATEH,401.879852059,,,
SULLIVANB,WESTGATEH,438.403238591,,,
KRIEBELHA,WOODLANDH-1,357.024540857,,,
TOMASSOHA,WOODLANDH-1,446.033423651,,,
CAMPUSCEN,WOODLANDH-2,232.443807563,,,
SULLIVANB,WOODLANDH-2,609.500319183,,,
CAMPUSCEN,WOODLANDH-4,225.795917385,,,
CAMPUSCEN,WOODLANDH-3,252.348260676,,,
CAMPUSCEN,PARKING-C,519.650643404,,,
CAMPUSCEN,PARKING-T,202.939067696,,,
CAMPUSCEN,PARKING-K,375.874255697,,,
CAMPUSCEN,PARKING-E,153.648013861,,,
CAMPUSCEN,PARKING-F,620.775367640,,,
CAMPUSCEN,PARKING-N,453.751538681,,,
SULLIVANB,PARKING-P,388.280326737,,,
CAMPUSCEN,PARKING-H,409.858134951,,,
SULLIVANB,PARKING-W,645.642978751,,,
CAMPUSCEN,PARKING-S,356.714668278,,,
TOMASSOHA,PARKING-P,59.016762767,,,
SULLIVANB,PARKING-Y,380.981262236,,,
TOMASSOHA,PARKING-W,439.302178811,,,
SULLIVANB,TENNISCOU,540.850842631,,,
SULLIVANB,SOCCERFIE,655.164235316,,,
TOMASSOHA,CAMPUSCEN,331.707717435,,,
CAMPUSCEN,SULLIVANB,389.347922479,,,
CAMPUSCEN,TRIMDININ,141.014117805,,,
SULLIVANB,TRIMDININ,490.009411205,,,
CAMPUSCEN,JABBER,380.165450236,,,
SULLIVANB,JABBER,332.335718879,,,
CAMPUSCEN,RECREATION,64.950905974,,,
SULLIVANB,RECREATION,419.643399375,,,
CAMPUSCEN,WOODLANDH-1,209.066971011,,,
SULLIVANB,WOODLANDH-1,592.188250015,,,
COLEMANHA,WOODLANDH-1,681.989847164,,,
HORNLIBRA,WOODLANDH-1,427.854072884,,,
MUSTARDHA,WOODLANDH-1,339.235421935,,,
PARKING-C,WOODLANDH-1,710.744052630,,,
PARKING-W,WOODLANDH-1,116.048162075,,,
KRIEBELHA,WOODLANDH-2,388.513268153,,,
PARKMANOR-C,WOODLANDH-2,817.156193294,,,
TOMASSOHA,WOODLANDH-2,445.174059241,,,
MUSTARDHA,WOODLANDH-2,354.410995596,,,
TRIMDININ,WOODLANDH-2,126.026602795,,,
PARKING-S,WOODLANDH-2,571.284605270,,,
PARKING-W,WOODLANDH-2,82.919130358,,,
SULLIVANB,WOODLANDH-4,591.943026417,,,
HOLLISTER,WOODLANDH-3,562.725489410,,,
SULLIVANB,PARKING-T,552.797870937,,,
SULLIVANB,PARKING-C,372.188021423,,,
SULLIVANB,PARKING-E,405.940946847,,,
TOMASSOHA,PARKING-C,659.789449670,,,
SULLIVANB,PARKING-N,505.255127488,,,
SULLIVANB,PARKING-K,180.703640178,,,
SULLIVANB,PARKING-H,526.311375444,,,
SULLIVANB,PARKING-F,465.198085835,,,
KNIGHTAUD,WOODLANDH-3,613.888779671,,,
TOMASSOHA,PARKING-E,215.920356241,,,
TOMASSOHA,PARKING-N,704.467438068,,,
TOMASSOHA,PARKING-H,688.082656512,,,
SULLIVANB,PARKING-S,47.779264104,,,
TOMASSOHA,PARKING-Y,699.412888556,,,
TOMASSOHA,SOCCERFIE,325.899435280,,,
TOMASSOHA,TENNISCOU,288.722500613,,,
POSTOFFIC,KUROMAKUH,178.725104167,,,
WOODLANDH-2,KUROMAKUH,285.415249267,,,
POSTOFFIC,KUROMAKUE,167.108163142,,,
WOODLANDH-2,KUROMAKUE,298.422929275,,,
POSTOFFIC,KUROMAKUS,240.529640270,,,
WOODLANDH-2,KUROMAKUS,286.222632772,,,
POSTOFFIC,BRYANTHAL,439.344871944,,,
WOODLANDH-2,BRYANTHAL,798.131703825,,,
POSTOFFIC,CANFIELDH,407.956060283,,,
WOODLANDH-2,CANFIELDH,755.479900123,,,
POSTOFFIC,CENTRALSE,140.784718119,,,
WOODLANDH-2,CENTRALSE,367.812789830,,,
WOODLANDH-2,COLEMANHA,710.375025865,,,
WOODLANDH-2,FORESTHAL,882.754853949,,,
WOODLANDH-2,FORESTHAL-A,868.979137815,,,
WOODLANDH-2,GERBERHAL,541.234934558,,,
WOODLANDH-2,HOLLISTER,532.565229575,,,
WOODLANDH-2,HORNLIBRA,460.498013371,,,
WOODLANDH-2,HORNCOMPU,420.299242543,,,
WOODLANDH-2,KEITHHALL,524.464206646,,,
WOODLANDH-1,KNIGHTAUD,575.433521820,,,
WOODLANDH-2,KNIGHTAUD,597.113663680,,,
WOODLANDH-1,KRIEBELHA,357.024540857,,,
WOODLANDH-2,KRIEBELHA,388.513268152,,,
WOODLANDH-1,LUKSICHAL,501.325505810,,,
WOODLANDH-2,LUKSICHAL,519.986053481,,,
WOODLANDH-1,MUSTARDHA,339.235421935,,,
WOODLANDH-2,MUSTARDHA,354.410995596,,,
POSTOFFIC,MALLOYHAL,76.686675639,,,
WOODLANDH-1,MALLOYHAL,408.517278311,,,
WOODLANDH-2,MALLOYHAL,419.999166896,,,
WOODLANDH-1,MCCULLOUGH,496.081592320,,,
WOODLANDH-2,MCCULLOUGH,510.523541372,,,
POSTOFFIC,PARKMANOR-S,459.181463179,,,
WOODLANDH-1,PARKMANOR-S,831.003854875,,,
WOODLANDH-2,PARKMANOR-S,856.976092321,,,
PARKMANOR-N,PARKMANOR-C,44.572927959,,,
POSTOFFIC,PARKMANOR-C,428.607369981,,,
WOODLANDH-1,PARKMANOR-C,790.745797633,,,
WOODLANDH-2,PARKMANOR-C,817.156193294,,,
POSTOFFIC,PARKMANOR-N,389.695443105,,,
WOODLANDH-1,PARKMANOR-N,746.255440853,,,
WOODLANDH-2,PARKMANOR-N,772.752555762,,,
PARKMANOR-N,POSTOFFIC,389.695443105,,,
WOODLANDH-1,POSTOFFIC,437.347707159,,,
WOODLANDH-2,POSTOFFIC,453.787870337,,,
PARKMANOR-N,CAMPUSCEN,541.980741680,,,
POSTOFFIC,CAMPUSCEN,239.177706308,,,
WOODLANDH-1,CAMPUSCEN,209.066971011,,,
WOODLANDH-2,CAMPUSCEN,232.443807563,,,
PARKMANOR-N,SULLIVANB,294.451969726,,,
POSTOFFIC,SULLIVANB,156.117460510,,,
WOODLANDH-1,SULLIVANB,592.188250015,,,
PARKMANOR-N,TOMASSOHA,612.496054602,,,
POSTOFFIC,TOMASSOHA,237.103927355,,,
WOODLANDH-1,TOMASSOHA,446.033423651,,,
PARKMANOR-N,TRIMDININ,676.544791207,,,
WOODLANDH-2,TOMASSOHA,445.174059241,,,
PARKMANOR-N,JABBER,222.360691258,,,
POSTOFFIC,TRIMDININ,333.906233642,,,
POSTOFFIC,WESTGATEH,412.198955388,,,
PARKMANOR-N,RECREATION,596.623623587,,,
POSTOFFIC,WOODLANDH-2,453.787870337,,,
WOODLANDH-1,TRIMDININ,121.192901910,,,
POSTOFFIC,JABBER,329.469932105,,,
WOODLANDH-1,JABBER,565.976493194,,,
POSTOFFIC,RECREATION,264.189994868,,,
WESTGATEH,RECREATION,466.823476744,,,
WOODLANDH-1,RECREATION,173.513860836,,,
WOODLANDH-1,WESTGATEH,559.838700490,,,
PARKMANOR-N,WOODLANDH-1,746.255440853,,,
POSTOFFIC,WOODLANDH-1,437.347707159,,,
WESTGATEH,WOODLANDH-1,559.838700490,,,
WESTGATEH,WOODLANDH-2,592.166961985,,,
POSTOFFIC,WOODLANDH-3,465.965754901,,,
WOODLANDH-1,WOODLANDH-2,33.498883165,,,
POSTOFFIC,PARKING-T,396.896666843,,,
POSTOFFIC,WOODLANDH-4,435.831321812,,,
POSTOFFIC,PARKING-E,253.505484958,,,
POSTOFFIC,PARKING-C,424.041664548,,,
WESTGATEH,PARKING-N,68.058320472,,,
POSTOFFIC,PARKING-K,227.335139553,,,
TOMASSOHA,WOODLANDH-3,441.463804514,,,
SULLIVANB,WOODLANDH-3,622.054003223,,,
WESTGATEH,WOODLANDH-3,620.212689297,,,
WOODLANDH-1,WOODLANDH-3,63.919856808,,,
COLEMANHA,WOODLANDH-3,733.795474286,,,
HORNLIBRA,WOODLANDH-3,489.028578338,,,
PARKING-C,WOODLANDH-3,764.979167830,,,
PARKING-S,WOODLANDH-3,582.522679512,,,
WESTGATEH,WOODLANDH-4,601.728515167,,,
PARKING-W,WOODLANDH-3,52.275418348,,,
WESTGATEH,PARKING-C,208.301565807,,,
WESTGATEH,PARKING-T,594.167944216,,,
WESTGATEH,PARKING-K,267.305407516,,,
WESTGATEH,PARKING-E,542.622019987,,,
WESTGATEH,PARKING-F,273.065437990,,,
WOODLANDH-1,PARKING-N,596.792037758,,,
WESTGATEH,PARKING-P,685.319267717,,,
WESTGATEH,PARKING-H,106.677989281,,,
WOODLANDH-1,PARKING-W,116.048162075,,,
WESTGATEH,PARKING-S,450.785164166,,,
WOODLANDH-1,SOCCERFIE,513.014392295,,,
KUROMAKUS,WOODLANDH-4,286.591983508,,,
BRYANTHAL,WOODLANDH-4,795.967915479,,,
WOODLANDH-1,WOODLANDH-4,60.673121539,,,
WOODLANDH-1,PARKING-C,710.744052630,,,
WOODLANDH-1,PARKING-K,582.942292853,,,
WOODLANDH-1,PARKING-F,807.042773569,,,
WOODLANDH-1,PARKING-H,533.086355561,,,
WOODLANDH-1,PARKING-P,440.671823930,,,
WOODLANDH-1,PARKING-S,555.454951172,,,
WESTGATEH,PARKING-Y,337.230230886,,,
WOODLANDH-1,TENNISCOU,214.786096194,,,
JABBER,KUROMAKUH,432.317884262,,,
RECREATION,KUROMAKUH,107.486030575,,,
WESTGATEH,KUROMAKUH,480.894424278,,,
WOODLANDH-1,KUROMAKUH,274.799515906,,,
RECREATION,KUROMAKUE,112.284693317,,,
WESTGATEH,KUROMAKUE,384.812873174,,,
WOODLANDH-1,KUROMAKUE,277.673704754,,,
JABBER,KUROMAKUS,312.320383676,,,
WESTGATEH,KUROMAKUS,327.419166740,,,
WOODLANDH-1,KUROMAKUS,258.101374595,,,
WESTGATEH,BRYANTHAL,295.947934343,,,
WOODLANDH-1,BRYANTHAL,770.103690626,,,
WESTGATEH,CANFIELDH,255.237656003,,,
WOODLANDH-1,CANFIELDH,727.167676756,,,
WESTGATEH,CENTRALSE,515.736684001,,,
WOODLANDH-1,CENTRALSE,360.270903980,,,
WESTGATEH,COLEMANHA,221.349084937,,,
WOODLANDH-1,COLEMANHA,681.989847164,,,
WESTGATEH,FORESTHAL,313.290314934,,,
WOODLANDH-1,FORESTHAL,852.273327280,,,
WESTGATEH,FORESTHAL-A,312.595877377,,,
WOODLANDH-1,FORESTHAL-A,839.100769325,,,
WESTGATEH,GERBERHAL,62.568631716,,,
WOODLANDH-1,GERBERHAL,508.401509481,,,
WESTGATEH,HOLLISTER,148.074941459,,,
WOODLANDH-1,HOLLISTER,499.070731330,,,
WESTGATEH,HORNLIBRA,133.277213381,,,
WOODLANDH-1,HORNLIBRA,427.854072884,,,
RECREATION,HORNCOMPU,332.595660524,,,
WESTGATEH,HORNCOMPU,188.401916126,,,
WOODLANDH-1,HORNCOMPU,386.992357250,,,
RECREATION,KEITHHALL,390.490467361,,,
WESTGATEH,KEITHHALL,78.831671075,,,
WOODLANDH-1,KEITHHALL,492.893618535,,,
RECREATION,KNIGHTAUD,409.677933721,,,
WESTGATEH,KNIGHTAUD,344.491078950,,,
RECREATION,KRIEBELHA,263.091088904,,,
WESTGATEH,KRIEBELHA,206.850014961,,,
RECREATION,LUKSICHAL,330.154327431,,,
WESTGATEH,LUKSICHAL,384.949087870,,,
RECREATION,MUSTARDHA,165.723761519,,,
WESTGATEH,MUSTARDHA,428.902887286,,,
RECREATION,MALLOYHAL,237.110322647,,,
WESTGATEH,MALLOYHAL,477.421108449,,,
RECREATION,MCCULLOUGH,322.596318006,,,
WESTGATEH,MCCULLOUGH,454.595023556,,,
RECREATION,PARKMANOR-S,678.463055704,,,
WESTGATEH,PARKMANOR-S,394.549065707,,,
RECREATION,PARKMANOR-C,640.414691442,,,
WESTGATEH,PARKMANOR-C,352.314097861,,,
RECREATION,PARKMANOR-N,596.623623587,,,
WESTGATEH,PARKMANOR-N,316.896483283,,,
RECREATION,POSTOFFIC,264.189994867,,,
WESTGATEH,POSTOFFIC,412.198955388,,,
RECREATION,CAMPUSCEN,64.950905974,,,
WESTGATEH,CAMPUSCEN,401.879852059,,,
RECREATION,SULLIVANB,419.643399375,,,
WESTGATEH,SULLIVANB,438.403238592,,,
RECREATION,TOMASSOHA,304.506583020,,,
JABBER,WOODLANDH-3,621.325683227,,,
RECREATION,JABBER,443.173519641,,,
RECREATION,WOODLANDH-3,204.451691624,,,
KRIEBELHA,WOODLANDH-4,395.931760912,,,
JABBER,PARKING-T,582.198548234,,,
TOMASSOHA,WOODLANDH-4,412.806547510,,,
JABBER,PARKING-C,145.982260368,,,
RECREATION,PARKING-T,144.716280317,,,
JABBER,PARKING-K,156.674229725,,,
JABBER,PARKING-E,502.395867652,,,
JABBER,PARKING-F,241.691568873,,,
JABBER,PARKING-N,174.946156295,,,
JABBER,PARKING-P,615.498816041,,,
JABBER,PARKING-H,214.224523969,,,
JABBER,PARKING-W,665.162956039,,,
JABBER,PARKING-S,349.526185051,,,
JABBER,SOCCERFIE,859.833296952,,,
JABBER,PARKING-Y,263.676558836,,,
JABBER,TENNISCOU,636.156770589,,,
WESTGATEH,TOMASSOHA,639.083814888,,,
JABBER,TRIMDININ,521.179170585,,,
RECREATION,TENNISCOU,199.403370488,,,
RECREATION,SOCCERFIE,473.646567239,,,
RECREATION,TRIMDININ,80.077992077,,,
WESTGATEH,TRIMDININ,538.856628727,,,
WESTGATEH,JABBER,111.715769450,,,
JABBER,RECREATION,443.173519641,,,
JABBER,WESTGATEH,111.715769450,,,
RECREATION,WESTGATEH,466.823476744,,,
JABBER,WOODLANDH-1,565.976493194,,,
RECREATION,WOODLANDH-1,173.513860836,,,
JABBER,WOODLANDH-2,596.016462719,,,
RECREATION,WOODLANDH-2,189.938465811,,,
JABBER,WOODLANDH-4,598.696794013,,,
RECREATION,WOODLANDH-4,175.390381620,,,
HORNLIBRA,WOODLANDH-4,471.763481180,,,
TRIMDININ,WOODLANDH-4,102.421196851,,,
PARKING-T,WOODLANDH-4,49.150586292,,,
PARKING-C,WOODLANDH-4,741.512983491,,,
PARKING-W,WOODLANDH-4,66.790722421,,,
HOLLISTER,PARKING-T,554.976849927,,,
KNIGHTAUD,PARKING-T,551.483380890,,,
PARKMANOR-C,PARKING-T,785.129999943,,,
HORNLIBRA,PARKING-T,467.469841598,,,
CANFIELDH,PARKING-C,56.429605531,,,
RECREATION,PARKING-E,101.537342521,,,
RECREATION,PARKING-C,580.846085918,,,
RECREATION,PARKING-N,518.298018658,,,
RECREATION,PARKING-K,428.240700520,,,
RECREATION,PARKING-H,472.635918815,,,
RECREATION,PARKING-F,682.878583868,,,
RECREATION,PARKING-S,382.101519657,,,
RECREATION,PARKING-W,235.904556989,,,
RECREATION,PARKING-Y,671.239470548,,,
WESTGATEH,SOCCERFIE,914.769435842,,,
TOMASSOHA,PARKING-T,363.748019538,,,
WOODLANDH-1,PARKING-T,96.689572376,,,
KRIEBELHA,PARKING-C,360.392205810,,,
